자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자
시외버스터미널(터미널사거리),무인대여소,,경기도 안산시 상록구 이동 614-26,37.316512,126.845511,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2017-02-24
한양대사거리,무인대여소,,경기도 안산시 상록구 일동 81-1 ,37.300144,126.838118,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,40,40,N,,N,1544-6339,안산도시공사,2017-02-24
송호중학교,무인대여소,,경기도 안산시 단원구 고잔동 765-4,37.311746,126.838609,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2017-02-24
고잔역(고대병원),무인대여소,경기도 안산시 단원구 중앙대로 784,경기도 안산시 단원구 고잔동 289-48,37.317083,126.824164,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
초지역,무인대여소,경기도 안산시 단원구 중앙대로 620,경기도 안산시 단원구 초지동 25-1,37.321026,126.805698,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
산업단지공단 경기지역본부,무인대여소,경기도 안산시 단원구 동산로 57,경기도 안산시 단원구 원시동 773-2,37.313646,126.796794,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
서울예술대학,무인대여소,,경기도 안산시 단원구 고잔동 641,37.331127,126.839046,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
석수골운동장,무인대여소,,경기도 안산시 단원구 선부동 1147,37.341242,126.805471,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
선부동 벽산블루밍,무인대여소,경기도 안산시 단원구 선부광장북로 36,경기도 안산시 단원구 선부동 1082,37.337208,126.810449,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
이동 주민센터,무인대여소,경기도 안산시 상록구 이동로 46,경기도 안산시 상록구 이동 578-12,37.305161,126.860984,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
와동 주민센터,무인대여소,경기도 안산시 단원구 선부로 273,경기도 안산시 단원구 와동 280-1,37.341349,126.825544,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
와동 면허시험장,무인대여소,,경기도 안산시 단원구 와동 93,37.344044,126.829691,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
중앙역(신도시),무인대여소,,경기도 안산시 단원구 고잔동 723,37.315373,126.838946,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2017-02-24
중앙역(2번출구),무인대여소,경기도 안산시 단원구 중앙대로 918,경기도 안산시 단원구 고잔동 167-378,37.315905,126.839216,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,35,35,Y,기계식,N,1544-6339,안산도시공사,2017-02-24
양지중학교,무인대여소,,경기도 안산시 단원구 고잔동 849,37.304168,126.832681,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,25,25,N,,N,1544-6339,안산도시공사,2017-02-24
안산문화광장,무인대여소,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310214,126.829578,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2017-02-24
안산시 환경교통국,무인대여소,,경기도 안산시 단원구 고잔동 554,37.317796,126.830069,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,25,25,Y,기계식,N,1544-6339,안산도시공사,2017-02-24
안산시청,무인대여소,경기도 안산시 단원구 화랑로 387,경기도 안산시 단원구 고잔동 515,37.321375,126.831059,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,Y,기계식,N,1544-6339,안산도시공사,2017-02-24
올림픽 기념관,무인대여소,경기도 안산시 단원구 적금로 202,경기도 안산시 단원구 고잔동 604,37.326567,126.827042,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
중앙도서관,무인대여소,,경기도 안산시 단원구 고잔동 721-1,37.304561,126.820812,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,45,45,N,,N,1544-6339,안산도시공사,2017-02-24
둔배미공원,무인대여소,경기도 안산시 단원구 광덕2로 55,경기도 안산시 단원구 초지동 723-1,37.313017,126.815616,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2017-02-24
와스타디움(롯데마트),무인대여소,경기도 안산시 단원구 화랑로 260,경기도 안산시 단원구 초지동 666-1,37.321375,126.818793,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2017-02-24
단원구청,무인대여소,,경기도 안산시 단원구 초지동 602-2,37.319065,126.811644,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
단원구노인복지회관,무인대여소,경기도 안산시 단원구 선부광장1로 134,경기도 안산시 단원구 선부동 1077-9,37.332121,126.810929,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2017-02-24
선부1동 주민센터,무인대여소,경기도 안산시 단원구 선부광장서로 47,경기도 안산시 단원구 선부동 964-4,37.334274,126.804406,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
관산중학교,무인대여소,,경기도 안산시 단원구 원곡동 982,37.334964,126.798077,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,15,15,N,,N,1544-6339,안산도시공사,2017-02-24
상록구청,무인대여소,경기도 안산시 상록구 차돌배기로1길 15,경기도 안산시 상록구 사동 1584,37.301539,126.846521,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,Y,기계식,N,1544-6339,안산도시공사,2017-02-24
수암동거주자우선주차장,무인대여소,,경기도 안산시 상록구 수암동 470,37.363851,126.877552,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,16,16,N,,N,1544-6339,안산도시공사,2017-02-24
중앙역맞은편,무인대여소,경기도 안산시 단원구 중앙대로 929,경기도 안산시 단원구 고잔동 541-3,37.316679,126.839904,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,37,37,N,,N,1544-6339,안산도시공사,2017-02-24
고잔역(신도시),무인대여소,,경기도 안산시 단원구 고잔동 679-1,37.315961,126.823901,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,Y,기계식,N,1544-6339,안산도시공사,2017-02-24
월피동주민센터,무인대여소,경기도 안산시 상록구 시낭북로 4,경기도 안산시 상록구 부곡동 738,37.333213,126.856408,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
초지동 이마트,무인대여소,경기도 안산시 단원구 신안산대학로 135,경기도 안산시 단원구 초지동 671,37.302841,126.814043,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
시민자전거대여소(연무대),유인대여소,,경기도 수원시 팔달구 매향동 3-13,37.28745617,127.0236232,09:00,18:00,연중무휴,유료,1일 1천원,10,,Y,수동식,N,031-228-3437,경기도 수원시청,2018-08-01
광교산공영자전거대여소(반딧불이쉼터),유인대여소,경기도 수원시 장안구 광교산로 166,경기도 수원시 장안구 하광교동 산57-2,37.31769395,127.0281679,09:00,18:00,연중무휴,유료,1일 1천원,30,,Y,수동식,N,031-228-3438,경기도 수원시청,2018-08-01
광교산공영자전거대여소(광교교하부),유인대여소,,경기도 수원시 장안구 하광교동 203-5,37.31258473,127.021226,09:00,18:00,연중무휴,유료,1일 1천원,20,,Y,수동식,N,031-228-3439,경기도 수원시청,2018-08-01
광교산공영자전거대여소(버스종점),유인대여소,,경기도 수원시 장안구 상광교동 42-1,37.33452371,127.0173956,09:00,18:00,연중무휴,유료,1일 1천원,30,,Y,수동식,N,031-228-3440,경기도 수원시청,2018-08-01
시민자전거대여소(화성행궁),유인대여소,,경기도 수원시 팔달구 팔달로1가 138-5,37.26992068,126.9990575,09:00,18:00,연중무휴,유료,1일 1천원,70,,Y,수동식,N,031-228-3434,경기도 수원시청,2018-08-01
시민자전거대여소(화서문),유인대여소,,경기도 수원시 팔달구 장안동 334,37.28549386,127.009671,09:00,18:00,연중무휴,유료,1일 1천원,10,,Y,수동식,N,031-228-3435,경기도 수원시청,2018-08-01
오산천 자전거대여소,유인대여소,경기도 오산시 오산천로 275,경기도 오산시 은계동 100-1,37.157349,127.072413,09:00,18:00,매주 월요일,무료,무료,100,0,Y,기계식,N,031-8036-7704,경기도 오산시청,2019-08-01
맑음터공원 자전거대여소,유인대여소,경기도 오산시 오산천로 52,경기도 오산시 오산동 750-1번지,37.138192,127.064528,09:00,18:00,매주 월요일,무료,무료,164,0,Y,기계식,N,031-8036-7704,경기도 오산시청,2019-08-01
중앙주유소사거리,무인대여소,,경기도 안산시 단원구 와동 855,37.332918,126.823262,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
시민자전거대여소(장안문),유인대여소,경기도 수원시 팔달구 정조로 910,경기도 수원시 팔달구 장안동 329,37.28876959,127.0141101,09:00,18:00,연중무휴,유료,1일 1천원,10,,Y,수동식,N,031-228-3436,경기도 수원시청,2018-08-01
안산역,무인대여소,경기도 안산시 단원구 중앙대로 462,경기도 안산시 단원구 원곡동 377-6,37.327665,126.788997,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,45,45,Y,기계식,N,1544-6339,안산도시공사,2017-02-24
원시역(두산동아),무인대여소,,경기도 안산시 단원구 원시동 803,37.300831,126.786228,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
기업은행 반월지점,무인대여소,,경기도 안산시 단원구 목내동 467,37.304641,126.771261,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,15,15,N,,N,1544-6339,안산도시공사,2017-02-24
비츠로테크 맞은편,무인대여소,,경기도 안산시 단원구 성곡동 619,37.307258,126.762222,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
대부바다향기 테마파크,무인대여소,,경기도 안산시 단원구 대부북동 1841-10,37.286418,126.575373,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,40,40,N,,N,1544-6339,안산도시공사,2017-02-24
대부도관광안내소,무인대여소,경기도 안산시 단원구 대부황금로 1531,경기도 안산시 단원구 대부북동 1985,37.289665,126.577971,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
다문화 지원센터,무인대여소,경기도 안산시 단원구 화정로 26,경기도 안산시 단원구 초지동 667-2,37.331597,126.815352,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
와동체육공원,무인대여소,경기도 안산시 단원구 와동공원로 109,경기도 안산시 단원구 와동 813-1,37.341187,126.821281,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
선부동 롯데마트,무인대여소,경기도 안산시 단원구 선부로 166,경기도 안산시 단원구 선부동 1085,37.341592,126.815057,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,23,23,N,,N,1544-6339,안산도시공사,2017-02-24
월피동 광덕시장,무인대여소,,경기도 안산시 상록구 월피동 535,37.335679,126.844701,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
사3동주민센터,무인대여소,경기도 안산시 상록구 해양로 8,경기도 안산시 상록구 사동 1511-1,37.294851,126.820341,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,40,40,N,,N,1544-6339,안산도시공사,2017-02-24
본오2차아파트,무인대여소,,경기도 안산시 상록구 사동 1507,37.281745,126.852077,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
원곡본동 주민센터,무인대여소,경기도 안산시 단원구 부부로 43,경기도 안산시 단원구 원곡동 991-1,37.332171,126.790331,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
당곡 운동장,무인대여소,,경기도 안산시 단원구 고잔동 677-1,37.324386,126.834846,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
신길고 사거리,무인대여소,,경기도 안산시 단원구 신길동 1564,37.335003,126.789077,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
원곡2동 베스트 플라자,무인대여소,경기도 안산시 단원구 원초로 34,경기도 안산시 단원구 원곡동 846-1,37.328293,126.802413,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,16,16,N,,N,1544-6339,안산도시공사,2017-02-24
신 안산대학교,무인대여소,경기도 안산시 단원구 신안산대학로 135,경기도 안산시 단원구 초지동 671,37.311813,126.810427,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,27,27,N,,N,1544-6339,안산도시공사,2017-02-24
호수공원 APT,무인대여소,,경기도 안산시 단원구 고잔동 719,37.307845,126.827011,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
본오1동 주민센터,무인대여소,경기도 안산시 상록구 샘골로 16 ,경기도 안산시 상록구 본오1동 990,37.285283,126.864121,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,16,16,Y,기계식,N,1544-6339,안산도시공사,2017-02-24
사동 GS주유소,무인대여소,,경기도 안산시 상록구 사동 1423-9,37.284606,126.847442,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
안산 식물원,무인대여소,경기도 안산시 상록구 성호로 113 ,경기도 안산시 상록구 이동 615,37.313515,126.861427,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
그린빌 10단지,무인대여소,,경기도 안산시 상록구 이동 636-5,37.311741,126.842887,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
한양대 기숙사,무인대여소,경기도 안산시 상록구 한양대학로 55,경기도 안산시 상록구 사3동 1271,37.291777,126.836823,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,32,32,N,,N,1544-6339,안산도시공사,2017-02-24
월피동 한양 APT,무인대여소,경기도 안산시 상록구 안산천동로1길 9,경기도 안산시 상록구 월피동 447,37.331032,126.848507,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
강서고,무인대여소,경기도 안산시 단원구 화정로1길 20,경기도 안산시 단원구 와동 830,37.333739,126.819544,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
성포동 경일초교 사거리,무인대여소,경기도 안산시 상록구 화랑로 527,경기도 안산시 상록구 성포동 584,37.323072,126.845902,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
25시 문화광장(CGV 앞),무인대여소,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.312952,126.830281,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,Y,수동식,N,1544-6339,안산도시공사,2017-02-24
광덕고,무인대여소,경기도 안산시 상록구 순환로 532,경기도 안산시 상록구 월피동 236-37,37.340466,126.846313,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
U-정보센터,무인대여소,,경기도 안산시 상록구 사동 1583-3,37.298342,126.844471,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
수변공원,무인대여소,,경기도 안산시 상록구 사동 1639-3,37.279818,126.834254,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
준공업단지사거리,무인대여소,,경기도 안산시 상록구 사동 1467-3,37.281865,126.846529,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
사2동주민센터,무인대여소,경기도 안산시 상록구 감골2로 11,경기도 안산시 상록구 사동 1344,37.289631,126.851844,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,25,25,N,,N,1544-6339,안산도시공사,2017-02-24
반월공원,무인대여소,경기도 안산시 상록구 오목로 104,경기도 안산시 상록구 본오동 723,37.288875,126.870103,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
본오동한양아파트,무인대여소,,경기도 안산시 상록구 본오동 881-24,37.293666,126.861782,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
건건천복개주차장,무인대여소,,경기도 안산시 상록구 건건동 927-15,37.304003,126.901632,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,16,16,N,,N,1544-6339,안산도시공사,2017-02-24
반월역,무인대여소,경기도 안산시 상록구 건건로 119-10 ,경기도 안산시 상록구 건건동 산62-2,37.311771,126.904021,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,16,16,N,,N,1544-6339,안산도시공사,2017-02-24
수암보도육교,무인대여소,,경기도 안산시 상록구 장상동 6-27,37.362489,126.875458,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
부곡종합시장,무인대여소,,경기도 안산시 상록구 부곡동 706,37.326612,126.857732,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
성포중학교,무인대여소,,경기도 안산시 상록구 월피동 536-15,37.334742,126.851586,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
관산도서관,무인대여소,,경기도 안산시 단원구 원곡동 산 78-1,37.332081,126.799729,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,18,18,N,,N,1544-6339,안산도시공사,2017-02-24
신길초등학교,무인대여소,,경기도 안산시 단원구 신길동 1508,37.335249,126.781433,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
선부고등학교,무인대여소,,경기도 안산시 단원구 원곡동 993,37.339963,126.792382,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
군자주공13단지,무인대여소,,경기도 안산시 단원구 선부동 1158-20,37.334041,126.813997,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
사세충열문사거리,무인대여소,,경기도 안산시 단원구 와동 718,37.333995,126.828667,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,17,17,N,,N,1544-6339,안산도시공사,2017-02-24
검찰청정문,무인대여소,,경기도 안산시 단원구 고잔동 805,37.310915,126.826935,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
고잔1동주민센터,무인대여소,,경기도 안산시 단원구 고잔동 산 79-4,37.327031,126.820458,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,17,17,N,,N,1544-6339,안산도시공사,2017-02-24
시화호조력발전소,무인대여소,경기도 안산시 단원구 대부황금로 1901,경기도 안산시 단원구 대부동동 2098-1,37.311466,126.609847,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2017-02-24
안산디자인문화고등학교,무인대여소,,경기도 안산시 상록구 본오동 828,37.296748,126.872636,00:01,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2017-02-24
